0x00370EC5	煌雷霹雳弩 
0x71640694	沉重岩骨锤 
0x718A82A1	排除探索任务
0x718A92BA	护锁刃剑·亚瑟 
0x71AAEC22	天慧龙
0x71C7BD07	锁刃龙的坚铠壳
0x71E04A51	结算奖励倍率
0x71EB8FC5	桃毛突击Ⅰ 
0x71EEE000	此方法比联机模式快，发布任务时可以隐藏GUI。
0x71F3F24B	闪耀之柱 
0x721503C8	毒瓶
0x722BBFEE	流水·积弹珠【3】
0x7237B958	铠龙的延髓
0x7282BD95	沙海龙
0x72B2F408	希望之剑Ⅱ 
0x72B9BC49	护辟蛮刀Ⅱ 
0x72BE27B8	数值越低，越可能出现块状瑕疵，在启用“精确雾效积分类型”时尤其明显
0x72CBB35C	煌雷霹雳盾斧 
0x72CDCC31	机械弓Ⅱ 
0x72F81042	鼓笛·拔刀珠【3】
0x7315C585	泥翁龙
0x7341A4AE	暗器蛸β 
0x7341F1CA	强弹珠【3】
0x73758EDB	风戟斩斧Ⅰ 
0x7384DCE6	锁刃锤Ⅰ 
0x73CE1493	缠蛙强蓄盾斧 
0x73CF2CDF	耐毒护石Ⅲ
0x73D32171	自动加入集会任务
0x73EA3468	辟兽 
0x73EB9652	发布方式
0x7427300F	硬化粉尘
0x743C70FE	积弹·冰结珠【3】
0x7455975D	护锁刃炮Ⅰ 
0x74723E0B	耐毒珠【1】
0x747EA400	护雷白剑Ⅰ 
0x74867830	切斩沙海剑 
0x7496F4AF	尖牙
0x749913BF	缠蛙的鳞
0x749ADE0C	麻痹瓶
0x74B68A2D	煌雷龙的坚壳
0x74D9EB43	阴影剔除混合因子缩放
0x74F353F9	历战狩猎之证Ⅱ
0x74F761FB	植学护石Ⅱ
0x751F739B	影蜘蛛盾剑Ⅲ 
0x7524757B	鸟币弓Ⅱ 
0x752FE037	早气珠【2】
0x753C07DD	打磨珠Ⅱ【2】
0x7556EAF3	沙海龙猫头盔α
0x755BA31A	希望双匕Ⅱ 
0x75B56936	铠龙坚骨棍Ⅰ 
0x75BAC536	钢之炼金票
0x75BC175B	铠龙的翼
0x75F99038	昂扬·冰结珠【3】
0x7622BDDB	骨制猫锤α
0x762D3A50	排除 等级以下的任务
0x76314C12	投射器火炎弹
0x7632C2FE	护辟裂弩Ⅰ 
0x765CEF1C	刺花蜘蛛的尾棘
0x765ED816	希望铳枪Ⅱ 
0x766C54E4	不祥的布
0x7680833E	增强剂
0x7680C03F	高速变形
0x769E9EF1	骨制斩斧Ⅱ 
0x76AB764F	燎火炎尾弓Ⅳ 
0x76B1046B	淡化“硬度”
0x76C333BD	铠龙激枪 
0x76C46098	锯带龙α 
0x76FE8B49	硬化药G
0x771F8EE1	攻击守势
0x773DE062	骨斧Ⅰ 
0x774FAFF3	适应珠【1】
0x776EB46A	积弹珠Ⅱ【2】
0x7770973F	铁制突击弩Ⅲ 
0x77800BF3	白兔兽 - 105 - 城塞高地 - 700001
0x778AF5E6	有效性检查: 技能 1##FilterSkill1%d
0x77E1ABBE	排除狩猎任务
0x77EDBFDE	隐身衣装
0x78123A58	火炎·积弹珠【3】
0x7818AAA3	还支持按等级搜索
0x782115BA	风雾蛾
0x782A8322	赫猿兽的骨髓
0x784545B9	逆袭
0x7865B145	刺花蜘蛛的爪
0x78702B99	斩首刀【军鸡】 
0x787E2341	大王旗鱼的鳍
0x788650A7	波衣龙猫披肩
0x78B7D303	属会·铁壁珠【3】
0x78BE2746	尖龙骨
0x78D1A319	希望猫头盔α
0x78D653AE	斩首刀【鸡】Ⅱ 
0x78F3D94A	挑战珠【3】
0x78F8DBDA	绯琥珀碎片
0x7946839B	特会·射法珠【3】
0x7947F7ED	速变·冰结珠【3】
0x79482157	沼喷鲀毒长枪 
0x79523FF2	阿托斯的伤疤α
0x795F327F	强毒·射法珠【3】
0x796581AB	炎尾龙狩猎证 S
0x796E7625	影蜘蛛破坏弩Ⅱ 
0x79760795	排除盟友调查任务
0x7978800D	煌雷弓Ⅰ 
0x797DE81D	怪鸟火斧Ⅰ 
0x79AA0A08	耳塞护石Ⅰ
0x79C63744	护火龙
0x79F4D2FC	坚硬竹荚鱼的鳍
0x79F82361	沼喷龙的喙
0x7A15B2B8	骨制α 
0x7A25A077	属性吸收
0x7A3135AC	找不到可承接任务的NPC。\n请靠近一点，然后重试
0x7A4C339B	辟荒枪Ⅲ 
0x7A5E312B	草食种
0x7A749E81	活力剂
0x7A832F6B	护锁刃锤·贝德维尔 
0x7A92713F	遗却 
0x7A94ECC6	影蜘蛛
0x7A9A07B9	每破坏一个部位\n增加3%伤害和5%属性伤害。
0x7A9D1980	女武神骨剑Ⅱ 
0x7AAA7250	在线时基本没问题。\n但你可以在这里更改。
0x7AB3F7AC	断崖金属剑 
0x7ABD4C90	雷光·强壁珠【3】
0x7AC570B0	冻峰金属剑Ⅰ 
0x7AF1790E	雪狮子
0x7B0A3936	沙海长刃Ⅳ 
0x7B30949C	毒烟雾球
0x7B3452E8	风铗龙β 
0x7B3D28D9	特级西尔德大蒜
0x7B5B64E8	铬钢长枪 
0x7B7FB9E2	水兽
0x7BA3BB1C	辟暴斧Ⅱ 
0x7BB717E1	护雷颚龙
0x7BC5E84A	护锁刃枪·加雷斯 
0x7BDBD2DA	波衣龙猫枪α
0x7BF4816F	轻弩
0x7BFD58EE	热饮
0x7C3A7E3C	血眠虫的坚壳
0x7C3D4C0E	土蝼蛄
0x7C490922	怪异克服钢龙
0x7C494F14	钳速龙的鳞
0x7C4E0E04	锁刃炮Ⅰ 
0x7C58FD54	治愈护石Ⅲ
0x7C60085E	狱焰蛸的炎玉
0x7C63BA62	雷耐性
0x7C6A8559	血泪Ⅱ 
0x7C715727	护凶爪龙β 
0x7C790CFF	逆袭护石Ⅰ
0x7CC3E7AD	友爱护石Ⅲ
0x7CD94FF5	巨剑##BuffGlow
0x7CFA5552	广域化
0x7D180C8A	钻研珠【1】
0x7D25822C	麻痹大剑Ⅰ 
0x7D31F846	炎尾短匕Ⅱ 
0x7D356262	希望号角Ⅱ 
0x7D3BA8BD	暗器蛸猫服装α
0x7D42BCC5	普林西普之暗大剑 
0x7D44CEEE	风爪盾斧Ⅲ 
0x7D55298A	影蜘蛛猫铠甲α
0x7D5F1839	熔白之刃 
0x7D619164	剧毒之泪Ⅰ 
0x7D61A8DF	防御珠【1】
0x7D6DE4FD	鼠标中键
0x7D77CB15	期冀之刀 
0x7D7B090F	体力回复量提升
0x7D7F5B67	爵银龙
0x7D9423D9	缠蛙破坏炮Ⅱ 
0x7DB2B7CD	让它们出现在随机化任务池中
0x7DB52905	强走药
0x7DC4787A	甲壳铳枪Ⅱ 
0x7DEF06BF	护凶爪龙的尖爪
0x7E016BD4	赤甲兽
0x7E3F7E5E	怪鸟之怒Ⅰ 
0x7E602DA2	邦哥战鼓Ⅱ 
0x7E62BD73	雪狮子王的胡须
0x7E66388E	麻痹大剑Ⅲ 
0x7E7759F3	异界旋火Ⅰ 
0x7E86520B	沼喷锯Ⅰ 
0x7E8C03EC	爆师护石Ⅲ
0x7E91D8A6	罗朗萨丘之暗锤 
0x7E9D6BC4	LB键/L1键
0x7E9F519B	霸主角龙
0x7EABB282	护雷白号Ⅰ 
0x7EBE024B	桃毛兽王的尖爪
0x7ED1D7BD	毒怪鸟的头
0x7F07EF3B	巨大的喙
0x7F0D9BFC	耐绝护石Ⅱ
0x7F1BDF50	持续护石Ⅲ
0x7F3A0C00	跳跃护石Ⅱ
0x7F4D8893	利刃珠【1】
0x7F67FF3C	爆裂果实
0x7F6A92A4	恶蛸狱焰轻弩 
0x7F7BEA59	铠龙的头壳
0x7F98499B	耐冰护石Ⅱ
0x7F996A29	刺花蜘蛛α 
0x7F9ED808	铬钢迅斧 
0x7FA098EA	结冻冰骨
0x7FA58308	心眼和弱点特效[属性]
0x7FB2B9FF	沙海铳枪Ⅳ 
0x7FB361DB	白炎之刃Ⅱ 
0x7FC296F8	沙海龙猫机械α
0x7FCF9919	炎尾长枪Ⅱ 
0x7FF2E4D3	缠蛙的缠甲
0x7FF7D68C	桃毛兽王的锐牙
0x8004844F	战车护雷铳枪 
0x80075FBE	粉红双球锤Ⅰ 
0x803075DD	沼喷狙击炮Ⅱ 
0x8038BDC9	波衣龙的上等鳞
0x8038D725	麻痹铳枪Ⅲ 
0x803FB1BD	护辟暴斧Ⅱ 
0x80529328	煌雷剑Ⅲ 
0x805E13A3	电击锤 
0x809EE563	破龙·集中珠【3】
0x80B89A0C	狂暴护雷杖 
0x80CB553C	鬼角假发 
0x80D2F2E3	刺花刀Ⅱ 
0x80EB0C9D	炎尾龙猫铠甲α
0x80EB2BE2	地学护石Ⅱ
0x812BA63B	光阴of洁白Ⅰ 
0x813B52BD	希望铳枪Ⅰ 
0x813FE837	植生学
0x816BD2AA	毒笛狂想曲【狂奏】 
0x8171F770	能够提升\n战术专家技能的装饰品。
0x8174F686	崩炮沙海铳枪 
0x818A75FE	暗器蛸猫水晶球
0x8194A502	护锁刃铳枪Ⅱ 
0x81A61165	桃毛兽王猫尖头帽α
0x81A87400	鼠标X2键
0x81CFF47B	心跳加速菇
0x81D3B7BB	速变珠Ⅱ【2】
0x81E158F0	护锁刃龙猫铠甲α
0x81E2DABC	发送救援信号
0x821B9A8B	骨铳枪Ⅲ 
0x824D6E86	耐水护石Ⅲ
0x825D1F5C	蓄幅珠Ⅱ【2】
0x828836BA	随机大师等级任务
0x829F349E	作者：Raff
0x829FCC5B	风铗龙猫扇α
0x82B3E7A3	女王之笛 
0x82CE48CA	拔刀珠Ⅱ【2】
0x82CF1BA9	自动完成准备
0x82D18C79	环境利用知识
0x82DB2157	护雷白杖Ⅰ 
0x82EF7BD0	每破坏一次怪物的部位时\n获得额外的伤害加成。
0x82F5B2D6	炎尾龙的浓引火液
0x83260B43	桃毛兽王β 
0x834F8794	夺气珠Ⅱ【2】
0x836F656C	狱泉乡
0x8390F9C9	启用鼠标
0x8392D07E	虚无之弓Ⅰ 
0x83A4364A	斑斓的毒皮
0x83AB2895	雷光·匠珠【3】
0x83AE0557	火炎珠【1】
0x83EA09B4	牢狱锤Ⅲ 
0x8421548B	天堑芦荟王
0x84616DB9	投射器引雷弹
0x8464A343	狱焰蛸的上等棘
0x846B696A	希望轻弩Ⅰ 
0x847F0980	爆破瓶
0x8499541C	影蜘蛛狩猎证 S
0x84A042D2	餐点毅力【大】
0x84AF861E	希望大锤Ⅲ 
0x84B84174	防具
0x84BE13C1	电击弹
0x84DB614D	炎尾短匕Ⅰ 
0x8501E4AD	影蜘蛛狂刃 
0x8502C04C	护雷白弓Ⅰ 
0x850CE085	刺花双镰Ⅰ 
0x8573EE28	护凶爪龙的锐牙
0x85839B89	爆破珠【1】
0x859DE392	属会·破龙珠【3】
0x85C38D1B	期冀长枪 
0x85C75CCD	赫炎护剑·苏频陀 
0x85C91DBA	火耐性
0x85CCDF78	权力of恐怖 
0x85D5DDBE	白炎弓Ⅱ 
0x85F4BE9E	剧毒盾斧 
0x86052876	雪狮焰型刀Ⅰ 
0x8614A9EE	启用
0x86168E8E	骚鸟
0x863148AD	昂扬·破龙珠【3】
0x8664B3A9	沼喷穿刺针Ⅲ 
0x866CB732	炎尾龙α 
0x866D8AA4	长枪
0x868167C4	煌雷龙的雷晶爪
0x8686C724	护锁刃盾斧Ⅱ 
0x86937D3A	护锁刃炮·帕拉梅德斯 
0x869B4534	良质硬骨
0x86B61D1B	任务类别
0x86BFEDDD	护锁刃龙 
0x86CAEC14	双战斧Ⅲ 
0x86CAF451	三种猎虫Buff
0x86D68AB2	血眠虫β 
0x86E1B6FD	毒怪鸟
0x86E4E1A5	滚成球的粪
0x86FB7712	重新加载任务数据
0x86FF7015	剧毒毁灭Ⅰ 
0x8703BED7	手腕of暴君Ⅰ 
0x8707E118	冰结·匠珠【3】
0x8744499B	赤色冲击Ⅰ 
0x8745F9EC	狮王毗湿奴弓 
0x874682B6	爆破瓶追加
0x874D6894	恶蛸狱焰炮 
0x875D56CB	波涛弓Ⅰ 
0x875F2746	护辟乱刃Ⅰ 
0x87969EF7	沼喷龙猫服装
0x87A55E54	黑蚀龙之力
0x87CA26F1	辟虐弓Ⅱ 
0x87EDDD43	黄金油
0x880389DB	棘草果实
0x8818A386	闪闪的宝物
0x882428F8	网子
0x88330BF6	怪鸟双刃 
0x885363B7	白炎盾斧Ⅰ 
0x886149D4	剔除敏感度因子
0x888E52A1	希望铳枪Ⅳ 
0x88A79680	爆破
0x88A7F453	雷光·铁壁珠【3】
0x88B8CB8B	赫炎铳枪Ⅱ 
0x88CB36C5	狂暴护辟豪剑 
0x88F07C09	冻峰金属步枪Ⅰ 
0x88F7D01A	赤甲兽 - 150 - 熔岩洞 - 700002
0x88F9844B	技能 1: 
0x89019F2C	隆炉石子
0x8957DEF6	护锁刃炮Ⅱ 
0x895A65CE	鼠标右键
0x899A2395	攻击珠【1】
0x89A0672E	独角仙α 
0x89A4B557	煌雷龙 
0x89A63A62	典雅锯刃 
0x89A9877F	火龙猫刃α
0x89B47131	赫炎甲轻弩Ⅰ 
0x89C203B9	冻峰金属双剑Ⅰ 
0x89C3AF26	铁制猫剑α
0x89DD323A	排除百龙夜行任务
0x89E998C8	铠龙β 
0x89F4420A	守势珠【1】
0x89F6B58D	看破
0x8A3590C4	护锁刃戟Ⅱ 
0x8A37DFD1	蓄击珠【2】
0x8A633217	加载存档设置
0x8A66BA77	悠久的大绯琥珀
0x8A788151	沼喷锯Ⅲ 
0x8A9DDB94	护火龙猫铠甲
0x8ACFD5EB	老旧武器碎片
0x8AEC31AA	阿孜兹α 
0x8AEF6326	公会骑士军刀Ⅰ 
0x8AFC1D4C	默认值为10.0，但似乎在0.02-0.1左右达到最大值
0x8B066F33	光苔
0x8B3F6B46	雷光·速变珠【3】
0x8B4C9395	刺花蜘蛛的上等尾棘
0x8BBC0015	骨长枪Ⅰ 
0x8BE763DC	轻弩自动连射
0x8BEB65B1	狱焰长枪Ⅰ 
0x8C111DCA	持续护石Ⅰ
0x8C266BA5	影蜘蛛的上等棘
0x8C3F05D7	耐爆护石Ⅲ
0x8C84EB40	怪鸟双耳Ⅱ 
0x8C9A1101	夜晚
0x8C9CF62B	属会·匠珠【3】
0x8C9EC9B3	铁壁珠【1】
0x8CA9563E	雷光·属会珠【3】
0x8CAEC397	赫炎叉戟·跋陀罗 
0x8CB380AD	辟兽的毛
0x8CB71039	月迅龙
0x8CC8E6FF	锁刃龙猫铠甲α
0x8CDEDD0A	历战
0x8D0EF43A	火炎·集中珠【3】
0x8D17BAC7	铠龙焦土棍 
0x8D18E522	波涛斩斧Ⅱ 
0x8D5B7E0D	跳跃铁人
0x8D6F35E4	炮弹装填
0x8D8DECC6	烟雾球
0x8D933217	友爱护石Ⅳ
0x8DA2B54A	双战爪 
0x8DE5836B	耐水护石Ⅱ
0x8DED4A4D	赫炎三叉戟Ⅰ 
0x8DFAE636	千刃龙
0x8E1B5D25	护火龙猫铠甲α
0x8E27BA57	迅击炼弩Ⅱ 
0x8E2BF2E7	耐火珠【1】
0x8E2F0877	骨斧Ⅱ 
0x8E5733FF	持续珠【1】
0x8E73FA68	缠蛙破坏炮Ⅰ 
0x8EA62E79	波衣龙猫枪
0x8EA67C3F	导火索of灭绝 
0x8EF490EB	岩龙
0x8F112C7E	导弹护雷重弩 
0x8F11C0F1	炎尾短匕Ⅳ 
0x8F4EB6DA	爆破异常耐性
0x8F5F0739	火龙笛壮志 
0x8F61CB57	护鹭鹰龙的上等羽毛
0x8F6628C9	狱焰大剑Ⅰ 
0x8F82B9D6	快吃
0x8F84B51B	不死虫精华
0x8FA60F39	睡眠瓶
0x8FB17633	雌火龙α 
0x8FD0D9C9	火龙猫头盔α
0x8FDE4FE2	补给专用麻醉球
0x8FF3A184	转福护石Ⅰ
0x8FFDE738	利刃·匠珠【3】
0x90160CFF	攻击类型
0x903894DD	雪狮之尾Ⅰ 
0x9045CB56	煌雷龙的电角
0x9063562B	游戏结束时奖励
0x9064EAE3	煌雷龙狩猎证 S
0x9082DDBB	护凶爪龙
0x9097330C	怪鸟的坚壳
0x90A67B08	忍耐种子
0x90D15976	喷火炎尾长枪 
0x90D26EE3	炎尾短匕Ⅲ 
0x91481762	蚀攻衣装
0x916156EB	跳跃护石Ⅲ
0x917416C4	火炎·击晕珠【3】
0x918AD055	贯穿弹
0x91BDA51A	狂暴护辟轰笛 
0x91E61497	肉质可视化
0x9212E9C1	邦哥战鼓Ⅰ 
0x922D4026	期冀之弓 
0x924092AE	狂暴护辟乱刃 
0x924D4C1A	刺花棍Ⅳ 
0x925A8784	餐点坚定不移术
0x92846F21	矿石α 
0x92871479	奥尔迈辟裂弩 
0x928F2927	时间齿轮 
0x929339F6	友爱护石Ⅱ
0x92B4C8A7	桃毛兽王
0x92EA8082	火炎·铁壁珠【3】
0x92EF077E	狱焰炮Ⅱ 
0x92F92E7B	钢龙
0x93083CAB	狱焰蛸的暴触手
0x93084589	.\n修改完成后请进入此存档并保存确保修改生效
0x930BDB15	狱焰轻弩Ⅰ 
0x93329BBB	怪鸟天籁 
0x93798B62	任务生成器
0x9386CBA5	标准Buff效果（攻击上升、防御上升）和猎虫Buff
0x939B3929	女王花的蛊惑粉
0x93F64138	希望大剑Ⅳ 
0x9404D816	爆裂龙鱼鳞片
0x947244D6	金狮子
0x9477B3D3	沙胡椒果实
0x947E7CDA	炎尾双刃Ⅱ 
0x9497819C	辟豪剑Ⅲ 
0x94BF3A96	集会任务
0x94C53718	餐点免疫术
0x94D72E14	盔速龙α 
0x94ED644C	无情锁刃甲
0x94F13AB0	由任意玩家激活慢动作
0x950677F9	缠蛙猫兜帽α
0x95070F72	赤色战车Ⅰ 
0x95113B45	首发迅击
0x951C2CB0	桃毛兽王猫派对服
0x954BEE79	刺花双镰Ⅳ 
0x954E27A2	狱焰蛸的触手
0x95513DFE	护火龙的尾巴
0x956C515F	辟蛮刀Ⅰ 
0x95948120	大木桶
0x95A5F895	希望加农炮Ⅰ 
0x95C4406D	局部暴露
0x95C543DE	刚刃珠Ⅱ【2】
0x95C5A47E	炎尾大剑Ⅳ 
0x95C89427	通用木制鲦鱼饵
0x95C8E9B5	喷射烈炎斩斧Ⅰ 
0x95CE80DE	强毒·达人珠【3】
0x95D5107C	鼓笛·攻击珠【3】
0x95EA2922	自动 
0x95F10C18	缠蛙锤Ⅱ 
0x95F36BE3	护辟乱刃Ⅱ 
0x95F660D8	刺花蜘蛛的绒毛
0x961A74F1	加入联机
0x961AE3D1	激昂金狮子
0x962724B9	投射器爆裂冰弹
0x964BBC41	注意：将立即应用更改
0x96AB1792	减气瓶追加
0x96ABF4AF	火炎·射法珠【3】
0x96BC0671	火龙之力
0x96C8007B	雪狮子王猫香蕉α
0x96CD9FBD	不动衣装
0x96D5C868	怪异化4星
0x96E1430F	风甲弓Ⅰ 
0x96E3D867	反攻护石Ⅰ
0x96E8DBD4	刺花刀Ⅳ 
0x9723E5A6	锁刃龙β 
0x97363EDD	赫猿兽猫头盔α
0x974CBAFD	狩猎笛
0x97540D8E	锁刃龙的白毛
0x9785D230	冻峰龙的冻凝壳
0x97B01A0D	酒杯藻
0x97B08B2D	真实之凿 
0x97D534F7	骨制虫棍Ⅱ 
0x97D5C9FB	怪异化5星
0x97D91C0E	匠珠Ⅲ【3】
0x98024838	鬼人粉尘
0x9837FF38	刺花刀Ⅲ 
0x984EDE64	护锁刃笛·加拉哈德 
0x986B1359	奏鸣沙海笛 
0x989C87D5	齐格琳德王后 
0x98AB728D	奖励设置
0x98AE6F26	桃毛兽王的毛
0x98B3A69A	仅在射击时
0x98B4D3A6	银火龙
0x98B57914	移除玩家的效果##HCharge
0x98D5CB8E	怪异化6星
0x991EA71B	补给专用麻痹陷阱
0x994BF70E	怪鸟炮Ⅱ 
0x996C3FE0	模式界定：
0x996D3B9F	黑蚀龙猫鬼魂α
0x9978BBB9	锁刃双剑·尤文 
0x997C5811	出生位置，和一些不太重要的东西。\n
0x99AE99AE	大骨锤Ⅲ 
0x99CE423E	触发键：
0x99D5CD21	怪异化7星
0x99DA715D	赫炎结晶
0x99E9F31D	锁刃剑Ⅰ 
0x99FC728E	光阴of疯狂 
0x9A0029CE	暗器蛸
0x9A4EC20E	狂暴护辟蛮刀 
0x9A66AEEB	防风珠【1】
0x9A797889	[去除BUFF发光] 设置
0x9A82373D	猎枪Ⅱ 
0x9A8D32CF	仅对激活 弱点特效属性的部分显示为负。 实际伤害是非负的
0x9A8F5EFD	音色of悲痛 
0x9AB6517A	怪鸟猛砸 
0x9AC6C990	白猿钗【王】 
0x9AD0EF03	蛋白石化石
0x9AE8E78D	煌雷龙
0x9AFF6217	暗器蛸猫水晶球α
0x9B06B38F	护鹭鹰龙 
0x9B0B478F	导火索of危机Ⅰ 
0x9B197BA9	利刃·雷光珠【3】
0x9B21ED65	冕耀之弓 
0x9B30D8E6	感谢Nexus上的LatencyKG，\n因为他，我了解了如何动态显示HP和耐力，\n以及如何在不跳过进食的情况下直接进入动画的结尾！
0x9B706AA0	护辟豪剑Ⅰ 
0x9B77EE71	流水·初弹珠【3】
0x9B867700	期冀大锤 
0x9B8AE907	注意：请将mod内的射击键和瞄准键设置为与游戏键位相对应的键位
0x9B9CD804	集中·冰结珠【3】
0x9BD5D047	怪异化1星
0x9C0C9C12	皮制 
0x9C4164B0	护火龙的翼膜
0x9C59C447	纳刀护石Ⅰ
0x9C6B361B	泡狐龙
0x9C74C1AF	调节
0x9C819AB3	斑斓的猛毒皮
0x9C86328C	消散剂
0x9C922686	短角独角仙
0x9CA45C24	女武神战铃Ⅱ 
0x9CB76B5A	沼喷鸩毒锤 
0x9CCD0E25	护火龙炮Ⅱ 
0x9CD5D1DA	怪异化2星
0x9D163689	毒瓶珠【2】
0x9D18CF0C	希望轻弩Ⅲ 
0x9D1A71F6	爆师护石Ⅰ
0x9D25A305	触手拟饵
0x9D35BE31	地学护石Ⅲ
0x9D529257	护锁刃戟Ⅰ 
0x9D5FC36F	泄漏偏置
0x9DD0C46C	飞燕·拔刀珠【3】
0x9DD5D36D	怪异化3星
0x9DDBAFA3	暗器蛸的上等皮
0x9DDD100D	炎尾锉Ⅲ 
0x9DE679F1	巨蜂β 
0x9DE87ABE	双刀
0x9DFBBD0A	女王猎弓Ⅱ 
0x9E07218A	启用环境光
0x9E1123B2	辟兽猫铠甲α
0x9E55BE1A	铁锤Ⅲ 
0x9E62AD64	跳过猫饭动画
0x9E8E8926	权力of眩惑Ⅰ 
0x9E8F8B66	狂暴护辟虐弓 
0x9EAA693C	锁刃笛Ⅰ 
0x9EDCFD3A	怪异克服天廻龙
0x9EDEF6E9	生命of探索者 
0x9EED913B	睡眠珠Ⅱ【2】
0x9EEF76DA	狂暴护雷牙刀 
0x9EF0D6B0	波衣龙的触手
0x9EFAD7E9	波衣龙的爪
0x9F00C77F	炎尾龙的皮
0x9F0537AA	早复珠【1】
0x9F05EC4B	皮制猫服饰
0x9F0C33B6	红莲石
0x9F1FAB7A	希望铳枪Ⅴ 
0x9F26E74D	赫猿兽的背甲
0x9F564098	鼠标设置
0x9F657A14	或者在任务开始时发送救援信号，在单人游戏时也可以使用此模式。\n
0x9F6B0901	只有当任务等级为300并且已经完成过任务时，才能打开超特殊许可
0x9F757071	艾露猫防具
0x9FACDB26	骨制兵装Ⅱ 
0x9FAE0032	宝石乌鱼子
0x9FB6951E	高级选项（无明显视觉变化）
0x9FBC3C31	火龙狩猎证 S
0x9FC117EB	异界之炎Ⅰ 
0x9FDDE27B	麻痹铳枪Ⅳ 
0x9FFF43DB	合金α 
0xA001E1F4	蓄幅·匠珠【3】
0xA01D66B9	骨制猫头盔α
0xA03CE822	刺花盾斧Ⅳ 
0xA06AA189	炎尾龙β 
0xA07266FB	龙玉
0xA07878FB	粉红双球锤Ⅱ 
0xA0AA2CD2	射蚀风甲弓 
0xA0C99407	冻峰龙的尖爪
0xA0D47509	血眠虫α 
0xA0D73CC7	冻峰龙α 
0xA0F2F2C5	减少发光##StdGlow
0xA0FA3C8D	失败
0xA10683C6	狱焰蛸之反叛
0xA12D4759	初弹珠Ⅲ【3】
0xA13F50BF	屠龙果实
0xA17A4D5D	如果其他玩家被击杀，是否启动慢动作。
0xA1B023F0	泰坦榴弹弩Ⅰ 
0xA1B736CC	希望大剑Ⅲ 
0xA1C04BAA	太刀
0xA1C41A1A	大金
0xA2020D9F	拔刀珠【1】
0xA20EFE4C	毒蛛刺花棍 
0xA2160936	影蜘蛛的锐爪
0xA21D847E	迅龙
0xA21F5290	狱炎石
0xA239C93C	炎尾龙的上等皮
0xA249C8A1	达人珠【1】
0xA271CD95	大师军刀 
0xA28BA418	穿甲榴弹
0xA2A43C38	血盗虫β 
0xA2A5DC1E	心眼弱特均不触发但触发弱点特效属性
0xA2B9DFC9	女王猎弓Ⅰ 
0xA2C03475	雷光·积弹珠【3】
0xA2C082B7	鼠标X1键
0xA2D939F8	缠蛙猫连体衣α
0xA3059234	星屑鱼拟饵
0xA30A8FB0	屠戮者Ⅱ 
0xA30ADA41	煌雷鼓Ⅱ 
0xA31DEAA4	跳过吃饭
0xA327D3E7	[永恒促销抽奖] 设置
0xA346EB9B	回避护石Ⅱ
0xA37ADB8E	重击护石Ⅱ
0xA3902F9F	匠
0xA3B6537A	怪鸟
0xA3C248DD	怪鸟的翼
0xA3E68766	前辈之指引
0xA3F0F64B	护锁刃锤Ⅰ 
0xA3FC5335	登壁珠【1】
0xA40EA4A4	守势·雷光珠【3】
0xA4121DE1	排除大师等级任务
0xA41B0B38	属变护石Ⅰ
0xA4203B82	锁甲α 
0xA42F722E	（理论上）是否在怪物被捕获时激活慢动作。
0xA452FBF6	耐眠珠【1】
0xA4545CFF	利刃
0xA477328E	原初锹形虫
0xA47C384C	大骨锤Ⅰ 
0xA499B6E5	沙海龙的坚壳
0xA4A6D69D	白炎斩斧Ⅰ 
0xA4B27BA6	增弹·拔刀珠【3】
0xA4C1E7EE	投射器冰霜弹
0xA4ECE66A	落阳草的花
0xA4F63281	冷冻四鳍旗鱼 
0xA5082E9F	风压耐性
0xA5090570	沼喷龙猫服装α
0xA521C51A	随机怪异化调查任务
0xA526C430	煌雷鼓Ⅰ 
0xA53889AC	金火龙
0xA54A0252	火龙棍【炎舞】 
0xA5850820	电击袋
0xA5ADEF25	骨制弯刀Ⅰ 
0xA5DBA331	蓄击·拔刀珠【3】
0xA635BC90	耐冰护石Ⅰ
0xA63A797D	威吓珠【1】
0xA63DF976	巴别塔 
0xA64DEE35	硬化药
0xA65A3EEB	公主爆裂铳枪Ⅱ 
0xA65E8E8D	攻势护石Ⅱ
0xA667B9CA	药草
0xA685A96C	深层解码参数
0xA6947E76	刺花棍Ⅲ 
0xA6A8B7CE	破坏者大剑Ⅰ 
0xA6CD46B8	攻击珠Ⅱ【2】
0xA6E842F8	冰结·集中珠【3】
0xA6F13243	没有发光##StdGlow
0xA6F1B6AE	达人艺
0xA6F501D2	铁刀Ⅲ 
0xA6FCA2AD	巨蜂的坚壳
0xA70795F4	无法在线游玩
0xA70ADC77	铲刃独角仙
0xA7536C80	狱焰蛸猫罐
0xA754B974	逆袭珠【2】
0xA7AEDB69	雪光金属
0xA7B1AEB5	镜头光晕
0xA7BFC243	沼喷蛇毒盾斧 
0xA7C9FD45	虚无之弦Ⅱ 
0xA7E7AED0	风戟斩斧Ⅱ 
0xA7F4644F	音速号角Ⅲ 
0xA80BECFF	强跳珠【1】
0xA80C44BB	缠蛙狩猎证 S
0xA820EE33	蓄击·攻击珠【3】
0xA82F78C9	骨铳枪Ⅳ 
0xA83D040E	查询: 白兔兽；赤甲兽
0xA8761BD2	硬化药G
0xA88F0282	逆袭护石Ⅱ
0xA89B17BB	白雾色结晶
0xA8D796CF	锯带龙
0xA8E09CC2	大赫炎结晶
